manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
BMW,X3 sDrive30i,2021,60036,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Dark Graphite,Black,0,1,0,Jerry Ulm Dodge Chrysler RAM,4.7,4.7,29,1852,34999
BMW,X3 sDrive30i,2022,10499,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-29,Black Sapphire Metallic,Cognac,0,1,1,Grayson BMW,4.3,,0,1849,49990
BMW,X3 xDrive30i,2021,62145,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Black Sapphire Metallic,Black,0,1,0,Dean Team Volvo Cars of Saint Louis,4.8,4.7,29,500,30995
BMW,X3 xDrive30i,2020,26232,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Jet Black,Black,0,1,1,Leith BMW,4.9,4.9,51,400,40187
BMW,X3 xDrive30i,2020,28566,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Dark Graphite Metallic,Cognac,0,1,1,Baron BMW MINI,4.5,4.9,51,111,39961
BMW,X3 xDrive30i,2022,30328,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Black Sapphire Metallic,Black,1,1,1,BMW of Columbia,5,,0,,43990
BMW,X3 xDrive30i,2019,68857,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Jet Black,Black,0,0,0,Mark Wahlberg Buick GMC,3.8,4.7,100,800,31981
BMW,X3 xDrive35i,2015,96448,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,19-26,Black Sapphire Metallic,Oyster,0,1,1,Double R Cars,4.9,4.6,47,,18995
BMW,X3 xDrive30i,2018,75156,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Canberra Beige,1,1,1,Honda Universe,4.8,4.8,64,482,25517
BMW,X3 xDrive28i,2017,59787,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Alpine White,Black,0,0,1,Kuni BMW,4.4,4.8,89,220,24645
BMW,X3 xDrive30i,2021,43261,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Alpine White,Cognac,0,1,0,Grayson BMW,4.3,4.7,29,,43640
BMW,X3,2020,25549,,,,,,Dark Graphite Metallic,,0,1,0,BMW of Brooklyn,3.2,4.9,51,,37995
BMW,X3 sDrive28i,2017,113500,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline,,Black,Black,,,,,,4.8,89,,17000
BMW,X3 xDrive30i,2023,1505,2.0L I4 16V GDI DOHC Turbo,Automatic,All-wheel Drive,Gasoline,,Dark Graphite,Cognac,0,0,0,Perillo BMW,4.7,,0,,51315
BMW,X3 xDrive30i,2020,20488,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Phytonic Blue Metallic,Cognac,0,1,1,Audi Meadowlands,4.6,4.9,51,900,37891
BMW,X3 xDrive30i,2020,33234,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Dark Graphite Metallic,Black,0,1,1,Raceway Chevrolet of Bethlehem,4.8,4.9,51,,37551
BMW,X3,2021,30743,,,,,,Black Sapphire Metallic,,0,1,1,Bob Smith BMW,4.8,4.7,29,,40991
BMW,X3,2020,38002,,,,,,Jet Black,,0,1,0,Open Road BMW Edison,2.1,4.9,51,,36000
BMW,X3 xDrive28i,2017,62721,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,White,Tan,1,1,1,CarMax Turnersville - Offering Express Pickup and Home Delivery,,4.8,89,1000,25998
BMW,X3 xDrive30i,2019,22350,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Brown Metallic,Black,0,1,1,Plaza BMW,3.4,4.7,100,124,36126
BMW,X3 xDrive28i,2011,127762,3.0L I6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,19-25,Blue,Tan,1,0,1,Sterling Motorcar,1.9,4.7,74,,10975
BMW,X3 M40i,2018,90003,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,20-27,Blue Metallic,Black,0,1,1,Autobahn USA Dedham,4.7,4.8,64,400,29900
BMW,X3 xDrive30i,2023,0,2.0L I4 16V GDI DOHC Turbo,Automatic,All-wheel Drive,Gasoline,,Mineral White Metallic,Cognac,0,1,1,BMW of Owings Mills,4.4,,0,,53380
BMW,X3 xDrive28i,2016,102346,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Alpine White,,1,0,0,Hyman Bros. Nissan/Kia,3.6,4.7,57,,19995
BMW,X3 sDrive30i,2021,37747,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Black Sapphire Metallic,Canberra Beige,0,0,0,Donohooauto LLC,,4.7,29,,36996
BMW,X3 xDrive30i,2018,45392,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Silver,Mocha,0,0,1,Taylor BMW,,4.8,64,,35990
BMW,X3 sDrive30i,2020,32119,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Glacier Silver Metallic,Black,0,1,1,BMW of West Houston,4.7,4.9,51,,35999
BMW,X3 xDrive30i,2020,32039,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Glacier Silver Metallic,Oyster,0,1,1,Schomp BMW,4.8,4.9,51,2768,39591
BMW,X3 sDrive30i,2021,33376,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Dark Graphite Metallic,Black,0,0,0,Fields BMW of Daytona,4.8,4.7,29,898,39871
BMW,X3 sDrive30i,2021,58577,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Alpine White,Black,0,1,0,Parkwood Automall,2.8,4.7,29,,29800
BMW,X3 xDrive28i,2014,113020,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,White,Brown,0,0,1,G & E Motors,1.5,4.7,69,,16995
BMW,X3 sDrive28i,2017,58945,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,21-28,Black,Brown,0,0,1,CarMax Birmingham - Offering Express Pickup and Home Delivery,,4.8,89,,25998
BMW,X3 xDrive30i,2022,22850,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Jet Black,Black,0,0,1,INFINITI of Orland Park A Zeigler Auto Group Company,4.3,,0,100,43161
BMW,X3 xDrive30i,2018,48903,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Black,0,0,1,Amazing Luxury Cars - Snellville,,4.8,64,,28949
BMW,X3 xDrive30i,2020,30663,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Dark Graphite Metallic,Black,1,1,1,Fishers Imports,4.3,4.9,51,,36730
BMW,X3 sDrive28i,2017,93257,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,21-28,Mineral Silver Metallic,Black,0,0,0,Dallas Autos Direct,4,4.8,89,,19157
BMW,X3 xDrive30i,2021,35279,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Alpine White,Black,0,1,1,West Herr Volkswagen,,4.7,29,,39935
BMW,X3 xDrive28i,2014,96170,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Silver,Black,0,0,1,Fast Track Motors,4.7,4.7,69,900,13985
BMW,X3 M40i,2020,14987,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Carbon Black Metallic,Canberra Beige,0,0,0,Knauz Auto Park,4.8,4.9,51,1000,48995
BMW,X3 xDrive30i,2019,71757,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Black Sapphire Metallic,Black,0,0,1,Rosen Hyundai of Algonquin,4.3,4.7,100,,28994
BMW,X3 xDrive30i,2022,4505,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,AWD,Gasoline,21-28,Dark Graphite Metallic,Canberra Beige,,,,BMW of Henderson,4.5,,0,,44777
BMW,X3 xDrive28i,2014,0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Black,,0,0,1,First Marshall Auto Auction,2,4.7,69,,6900
BMW,X3 sDrive30i,2021,60393,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Alpine White,Black,0,0,0,Benji Auto Sales Orlando,1.7,4.7,29,800,29995
BMW,X3 sDrive30i,2019,63318,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-30,Glacier Silver Metallic,Black,0,1,1,Jack Ingram Motors,,4.7,100,,30000
BMW,X3,2020,25468,,,,,,Phytonic Blue Metallic,,0,1,0,Circle BMW,4.9,4.9,51,999,38933
BMW,X3 xDrive35i,2014,68792,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,19-26,Space Gray Metallic,Oyster,0,0,0,Tim Short Mitsubishi,4.7,4.7,69,100,17250
BMW,X3 xDrive28i,2016,97776,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Alpine White,Black,1,0,1,Subaru of Troy,3.4,4.7,57,149,18000
BMW,X3,2019,34868,,,,,,Phytonic Blue Metallic,,0,0,1,Bert Smith BMW Porsche,4.7,4.7,100,,34992
BMW,X3 xDrive28i,2017,85526,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Jet Black,Black,1,0,0,Suburban Honda,4.6,4.8,89,501,18998
BMW,X3 sDrive30i,2022,2989,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-29,Black Sapphire Metallic,Tacora Red,0,1,1,Principle BMW of San Antonio,3.7,,0,,47462
BMW,X3 xDrive28i,2017,71708,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,All-wheel Drive,Gasoline,21-28,Glacier Silver Metallic,Black,0,0,0,Indy Wholesale Direct,4.3,4.8,89,,22895
BMW,X3 xDrive28i,2017,94305,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Deep Sea Blue Metallic,Saddle Brown,1,0,1,CarFive,4,4.8,89,,18900
BMW,X3 xDrive35i,2013,69811,3.0L,8-SPEED A/T,All-wheel Drive,Gasoline,19-26,silver,,0,1,1,Ford City Motors Inc,,4.2,82,,16795
BMW,X3 xDrive30i,2019,39388,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Phytonic Blue Metallic,Black,0,0,1,Williams Kia of Elmira,,4.7,100,700,34999
BMW,X3 M40i,2021,38015,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Black Sapphire Metallic,Black,0,1,1,Cavender Nissan San Marcos,4.8,4.7,29,,47900
BMW,X3 xDrive30i,2020,57892,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Alpine White,Black,0,0,0,ALM Kia South,4.1,4.9,51,,32999
BMW,X3 M40i,2019,28632,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,AWD,Gasoline,20-27,Alpine White,Black,0,0,0,Century West BMW,4.4,4.7,100,1000,42885
BMW,X3 xDrive30i,2020,55550,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Jet Black,Black,1,0,0,Moses of St. Albans,4.6,4.9,51,923,34595
BMW,X3 M40i,2020,16993,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Dark Graphite Metallic,Mocha,0,0,0,Hendrick Southpoint Auto Mall,4.8,4.9,51,,47987
BMW,X3 M40i,2021,26659,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Carbon Black Metallic,Black,0,1,0,BMW of North Haven,4.6,4.7,29,,53997
BMW,X3 xDrive30i,2021,31286,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Glacier Silver Metallic,Oyster,0,0,0,Casey BMW,4.9,4.7,29,2026,41949
BMW,X3,2021,35267,,AUTOMATIC,,,,Carbon Black Metallic,,0,0,0,Tom Bush BMW MINI Jacksonville,4.6,4.7,29,,51987
BMW,X3 M40i,2020,30541,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Phytonic Blue Metallic,Black,0,1,1,BMW of Denver Downtown,3.9,4.9,51,2001,45999
BMW,X3 xDrive30i,2021,23647,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Carbon Black Metallic,Cognac,0,1,0,Knauz Auto Park,4.8,4.7,29,1000,45995
BMW,X3 xDrive28i,2017,69994,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Silver,Black,0,0,0,Bourne's Auto Center,4.9,4.8,89,500,19990
BMW,X3,2022,11859,,,,,,Black Sapphire Metallic,,1,1,1,Tom Hesser Chevrolet,,,0,,58995
BMW,X3 xDrive30i,2020,28959,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Black Sapphire Metallic,Canberra Beige,0,0,0,BMW of Milwaukee North,3.5,4.9,51,749,38994
BMW,X3 xDrive30i,2019,34285,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Jet Black,Black,0,1,1,BMW of Schererville,4.7,4.7,100,1293,35980
BMW,X3 xDrive28i,2013,122904,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Black Sapphire Metallic,Black,1,0,1,Ira Mazda,4.7,4.2,82,100,12711
BMW,X3 sDrive30i,2019,73987,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,Rear-wheel Drive,Gasoline,23-30,Jet Black,Black,0,1,0,Rite Auto,,4.7,100,,24995
BMW,X3 sDrive30i,2019,26404,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Rear-wheel Drive,Gasoline,23-30,Alpine White,Oyster w/Contrast,0,1,1,Audi North Houston,4.3,4.7,100,,33991
BMW,X3 xDrive30i,2019,56556,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Black,0,0,1,BMW of Lancaster,4.4,4.7,100,400,31860
BMW,X3 sDrive30i,2020,42725,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Black,Black,0,0,0,Silver Star Motorcars,,4.9,51,,30900
BMW,X3 xDrive30i,2019,36611,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Black,0,0,0,BMW of Fairfax,4.7,4.7,100,1001,34999
BMW,X3 xDrive30i,2021,60273,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Jet Black,Black,1,1,0,Volkswagen Marin,4.7,4.7,29,665,31000
BMW,X3 xDrive30i,2022,8062,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Dark Graphite Metallic,Cognac,0,1,1,BMW of Waterbury,4.8,,0,,46898
BMW,X3 sDrive30i,2019,73248,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-30,Jet Black,Black,1,1,1,Florida Fine Cars Miami,5,4.7,100,196,22499
BMW,X3 xDrive30i,2021,43288,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Alpine White,Canberra Beige,1,1,0,Pristine Mitsubishi,2.5,4.7,29,,33795
BMW,X3 xDrive30i,2018,55879,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Mineral White Metallic,Black,0,0,1,Mercedes-Benz of Portland,4.4,4.8,64,1755,29999
BMW,X3 sDrive30i,2020,30605,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Mineral White Metallic,Black,1,1,1,Off Lease Only Broward,4.9,4.9,51,100,32999
BMW,X3,2020,29489,,,,,,Mineral White Metallic,,1,1,1,Tom Bush BMW MINI Jacksonville,4.6,4.9,51,,37987
BMW,X3 xDrive30i,2020,29113,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Black Sapphire Metallic,Black,0,1,1,Basney BMW,,4.9,51,,39247
BMW,X3 xDrive30i,2020,25180,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Silver,Canberra Beige,0,0,1,European Auto Expo,4.3,4.9,51,111,34777
BMW,X3 xDrive30i,2019,18536,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Dark Graphite Metallic,Black,0,1,1,Ron Tonkin Kia,4.6,4.7,100,500,32987
BMW,X3 sDrive30i,2020,18180,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Rear-wheel Drive,Gasoline,25-29,Terra Brown Metallic,Canberra Beige/Black,0,1,1,Melbourne BMW,2.4,4.9,51,1780,36985
BMW,X3 xDrive30i,2020,28592,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Alpine White,Black,0,0,1,Lexus of North Miami,4.3,4.9,51,400,35488
BMW,X3 xDrive30i,2018,36340,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Canberra Beige,0,1,1,BMW of Lancaster,4.4,4.8,64,1300,31999
BMW,X3 xDrive28i,2017,71351,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Jet Black,Black,0,0,0,Honda of Downtown Chicago,2.1,4.8,89,1000,20000
BMW,X3 xDrive28i,2011,173065,"3L I-6 DOHC, Double VANOS variable valve control, engine with 24",Automatic,All-wheel Drive,Gasoline,19,Brown,Beige,0,0,1,Zoom Auto Outlet,,4.7,74,,5495
BMW,X3 xDrive30i,2018,28052,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Black,,1,0,0,CarVision of Maple Shade,4.7,4.8,64,850,29499
BMW,X3 xDrive30i,2020,16195,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Jet Black,Black,0,1,1,BMW of Monterey,4.8,4.9,51,999,38992
BMW,X3 3.0si,2007,159834,3.0L I6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,18-26,Alpine White,Black,1,0,1,Econo Auto Sales Inc,1.8,4.3,61,,12988
BMW,X3 sDrive28i,2015,63370,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,21-28,Gray,Black,0,0,1,CarMax Miami Lakes - Offering Express Pickup and Home Delivery,,4.6,47,1000,21998
BMW,X3 xDrive30i,2019,38000,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,All-wheel Drive,Gasoline,,Black,Black,,,,,,4.7,100,,34800
BMW,X3 sDrive30i,2021,45331,"2L I-4 gasoline direct injection, DOHC, Double VANOS variable va",Automatic,Rear-wheel Drive,Gasoline,25-29,Jet Black,Black,1,1,0,Paul Clark Ford,4.3,4.7,29,,38500
BMW,X3,2021,30445,,,,,,Alpine White,,0,1,1,BMW of Fort Lauderdale,4.6,4.7,29,,37954
BMW,X3 xDrive28i,2016,70185,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,White,Black,0,0,1,Rolls Auto Sales,4.3,4.7,57,,21900
BMW,X3 sDrive30i,2019,39378,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-30,White,Black,0,1,1,CarMax Irvine - Offering Express Pickup and Home Delivery,,4.7,100,,29998
BMW,X3 xDrive28i,2011,90264,Straight 6 Cylinder Engine,8-Speed Automatic Steptronic,All-wheel Drive,Gasoline,19-25,Vermillion Red Metallic,Sand Beige,0,0,1,Gold Coast Acura,4.4,4.7,74,,10995
BMW,X3 sDrive30i,2022,7838,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-29,Black,Canberra Beige,0,1,1,Perkins Motor Plex,4.6,,0,,44995
BMW,X3 xDrive30i,2019,73203,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Black Sapphire Metallic,Mocha,0,1,1,Queens Auto Mall,4.1,4.7,100,1000,24980
BMW,X3 M40i,2021,37751,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Alpine White,Black,1,1,1,Carena Motors,4.1,4.7,29,2000,39999
BMW,X3 xDrive30i,2022,853,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Jet Black,Black,1,1,1,Lincoln of Cincinnati,,,0,500,46000
BMW,X3,2021,15819,,,,,,Black Sapphire Metallic,,0,0,1,BMW of Wilmington,,4.7,29,,47995
BMW,X3 xDrive28i,2011,160424,3.0L I6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,19-25,Jet Black,Sand Beige,1,0,1,BMW of Schererville,4.7,4.7,74,1615,7980
BMW,X3 xDrive30i,2020,27387,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,AWD,Gasoline,24-29,Dark Graphite,Canberra Beige,0,1,0,Herb Chambers BMW MINI of Boston,4.7,4.9,51,900,41798
BMW,X3 xDrive30i,2018,79524,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,White Metallic,Mocha,0,1,1,Genesis of Cary,,4.8,64,906,26994
BMW,X3 xDrive30i,2022,177,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Black Sapphire Metallic,Tacora Red,0,,1,Plaza BMW,3.4,,0,,51270
BMW,X3 xDrive30i,2019,70940,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,White,Black,0,0,0,Matt Bowers Chevrolet Metairie,4.4,4.7,100,,30995
BMW,X3 xDrive28i,2013,125028,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,,,1,0,1,CarWorld,1.9,4.2,82,,9985
BMW,X3 sDrive30i,2019,47844,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-30,Alpine White,Tan,1,0,1,AutoNation Chrysler Dodge Jeep Ram Mobile,4.7,4.7,100,1696,31052
BMW,X3 M40i,2021,12100,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-27,Black Sapphire Metallic,Black,0,1,0,BMW of Spokane,4,4.7,29,500,53500
BMW,X3,2021,35687,,AUTOMATIC,,,,Dark Graphite Metallic,,0,,1,Hendrick BMW Northlake,4.9,4.7,29,,40977
BMW,X3 sDrive30i,2022,8005,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-29,Alpine White,Black,0,1,1,Century West BMW,4.4,,0,,42690
BMW,X3 xDrive30i,2021,45286,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Dark Graphite,Black,0,1,0,BMW Northwest,4.7,4.7,29,310,37677
BMW,X3 xDrive30i,2020,63237,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,24-29,Jet Black,Black,1,1,0,Seminole Ford,,4.9,51,,34400
BMW,X3 xDrive30i,2021,30720,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-29,Carbon Black Metallic,Black,0,0,0,BMW of Newport,4.8,4.7,29,148,43495
BMW,X3 xDrive28d,2016,94202,2.0L I4 16V DDI DOHC Turbo Diesel,8-Speed Automatic,All-wheel Drive,Diesel,27-34,Black Sapphire Metallic,Black,0,1,1,"Criswell in Annapolis, MD",,4.7,57,1001,17855
BMW,X3 xDrive28i,2016,98000,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-28,Jet Black,Tan,0,0,1,AutoNation Ford Jacksonville,4.6,4.7,57,,17704
BMW,X3 M40i,2022,14540,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-26,Carbon Black Metallic,Cognac,0,1,1,Tulley Automotive Group,4.4,,0,104,59997
BMW,X3 sDrive30i,2020,59376,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,25-29,Jet Black,Black,0,1,0,Car Revolution,3.6,4.9,51,3114,26946
BMW,X3 M40i,2022,22587,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,21-26,Dark Graphite,Black,0,1,1,Arrowhead Lexus,2.5,,0,4230,59995
BMW,X3 xDrive30i,2019,38433,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Dark Graphite Metallic,Canberra Beige,0,1,1,Chapman BMW Chandler,3.8,4.7,100,2495,32922
BMW,X3,2019,58058,,,,,,Black Sapphire Metallic,,0,0,1,A&L BMW,,4.7,100,,32995
BMW,X3 xDrive30i,2018,22251,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,All-wheel Drive,Gasoline,,White,Black,,,,,,4.8,64,,36750
BMW,X3 xDrive30i,2019,108216,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,22-29,Alpine White,Black,1,0,0,Prestige Auto Mall,4.3,4.7,100,400,25391
BMW,X3,2021,17746,,,,,,Mineral White Metallic,,0,1,0,BMW Of Springfield,,4.7,29,500,45490
BMW,X3,2020,33470,,AUTOMATIC,,,,Mineral White Metallic,,0,1,0,Otto's BMW,5,4.9,51,2000,39999
BMW,X3,2020,14267,,,,,,Dark Olive Metallic,,0,1,0,McGrath Elmhurst BMW,,4.9,51,,42900
BMW,X3,2020,26395,,,,,,Glacier Silver Metallic,,0,1,1,BMW of Manhattan,2.4,4.9,51,,38995
